smiles
CN1CCN(CC1)C(=O)c2cc3cc(ccc3[nH]2)Cl
CC(C)(C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN2CCOCC2)Nc3ccccc3
CCC(CC)(C1CCN(CC1)CCC(CN(C)C(=O)c2ccccc2)c3ccc(c(c3)Cl)Cl)O
CC(C)(C1CCN(CC1)CCC(CN(C)C(=O)c2ccccc2)c3ccc(c(c3)Cl)Cl)O
c1cc(c(c(c1)F)Cn2c3c(c(=O)n(c2=O)C[C@H]4CCCN4)CN(CC3)Cc5ccc(cc5)Cl)F
CC(C)(C)OC(=O)NC(CO)C(=O)N[C@H](Cc1cn(c2c1cccc2)C=O)C(=O)N[C@@H](Cc3ccccc3)C(=O)N(C)Cc4ccccc4
c1ccc2c(c1)CCC2Sc3ccc(cc3)N
CN(C[C@@H](CCN1CCC(CC1)(c2ccccc2)NC(=O)c3ccccc3)c4ccc(c(c4)Cl)Cl)C(=O)c5ccccc5
CC/C(=N\O)/C1CCN(CC1)CCC(CN(C)C(=O)c2ccccc2)c3ccc(c(c3)Cl)Cl
c1ccc(cc1)C(=O)N[C@@H](Cc2c[nH]c3c2cccc3)C(=O)OCc4cccc(c4)Cl
COc1ccccc1CN[C@@H]2C3CCN([C@@H]2C(c4ccccc4)c5ccccc5)CC3
CC(C)N1Cc2c(nc(nc2Nc3ccc(cc3)Cl)N4CCOCC4)C1=O
c1ccc(cc1)C[C@@H](C(=O)NCCCN2CCOCC2)NC(=O)N3CCN(CC3)c4ccccc4
CN(C/C(=N\OCCCN)/C(CCN1CCC(CC1)N2CCCCC2=O)c3ccc(c(c3)Cl)Cl)C(=O)c4cc(cc(c4)Cl)Cl
c1ccc(cc1)C[C@@H]2CNC(=O)CCC(=O)N[C@H](C(=O)N[C@H](C(=O)N2)Cc3ccccc3)Cc4c[nH]c5c4cccc5
CC(C)N(C(C)C)C(=O)CN1CCN(CC1)CCC(c2ccc(c(c2)Cl)Cl)/C(=N/OC)/COCc3cc(cc(c3)C(F)(F)F)C(F)(F)F
CCO/N=C(\COCc1cc(cc(c1)C(F)(F)F)C(F)(F)F)/C(CCN2CCC(CC2)(c3ccccc3)O)c4ccc(c(c4)Cl)Cl
CC(C)(C)c1ccc(cc1)Oc2ccc(cc2)NC(=O)N[C@H](Cc3ccccc3)C(=O)NCCCN4CCOCC4
CN(C)C(=O)NC1(CCN(CC1)CC[C@]2(CN(CCO2)C(=O)c3ccccc3)c4ccc(c(c4)F)F)c5ccccc5
