smiles
C[C@H]([C@H]1C(=O)N[C@@H](C(=O)N[C@H](CSSC[C@H](C(=O)N[C@@H](C(=O)NC(N(C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CCCCN)Cc2c[nH]c3c2cccc3)C)C(=O)c4ccccc4)Cc5ccccc5)N)C(=O)O)Cc6ccccc6)O
CC(C)NCc1ccc(cc1)C[C@H]2C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N2)Cc3ccc4ccccc4c3)Cc5ccccc5)C)Cc6ccccc6)CCCCN)N)C(=O)O)CO)[C@@H](C)O)Cc7ccccc7)[C@@H](C)O
C[C@H]([C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCCN)Cc2ccc3ccccc3c2)Cc4ccccc4)Cc5ccccc5)CC(=O)N)CCCCN)NC(=O)CNC(=O)[C@H](C)N)C(=O)O)CO)[C@@H](C)O)Cc6ccccc6)O
c1cc(ccc1C(=O)OC2CC3CCCC2N3)[N+](=O)[O-]
c1ccc2c(c1)nc(n2Cc3ccc(cc3)F)NC4CCN(CC4)Cc5ccc6c(c5)cc[nH]6
CC(C)NCc1ccc(cc1)C[C@H]2C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)N(C)C(=O)c3ccc4ccccc4c3)Cc5ccccc5)Cc6ccccc6)CCCCN)N)C(=O)N)CO)[C@@H](C)O)Cc7ccc(cc7I)O)[C@@H](C)O
C[C@H]([C@H]1C(=O)N[C@@H](CSSC[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCCN)Cc2c[nH]c3c2cccc3)Cc4ccccc4)NC(=O)[C@@H](Cc5ccc(cc5)O)NC)C(=O)N[C@@H]([C@@H](C)O)C(=O)N)O
CC(C)NCc1ccc(cc1)C[C@H]2C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](CSSC[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)Cc3c[nH]c4c3cccc4)Cc5ccccc5)Cc6ccccc6)NC(=O)[C@H](Cc7ccc(cc7)O)N)C(=O)O)[C@@H](C)O)Cc8ccccc8)[C@@H](C)O
c1ccc(cc1)COC2C(OC(C(C2OCc3ccccc3)OCc4ccccc4)OCCc5cc6ccccc6[nH]5)COCCCCCN
CC(C)NCc1ccc(cc1)C[C@H]2C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)Cc3c[nH]c4c3cccc4)Cc5ccccc5)Cc6ccccc6)CCCCN)N)C(=O)N)CO)[C@@H](C)O)Cc7ccc(cc7I)O)[C@@H](C)O
